episode	character	value
10	Kyle	7
10	Cartman	4
10	Cartman	-1
10	Kyle	1
10	Cartman	25
10	Cartman	-1
10	Kyle	7
10	Cartman	9
10	Kyle	1
10	Cartman	20
10	Stan	7
10	Cartman	9
10	Other	7
10	Stan	7
10	Chef	12
10	Other	7
10	Other	1
10	Other	1
10	Other	-1
10	Other	2
10	Stan	5
10	Stan	-1
10	Stan	6
10	Other	25
10	Kyle	16
10	Other	12
10	Stan	38
10	Kyle	2
10	Stan	6
10	Kyle	1
10	Stan	9
10	Kyle	1
10	Stan	1
10	Kyle	10
10	Stan	1
10	Kyle	2
10	Stan	23
10	Other	3
10	Stan	3
10	Other	6
10	Kyle	8
10	Stan	7
10	Kyle	1
10	Other	7
10	Other	6
10	Other	4
10	Other	3
10	Other	6
10	Other	6
10	Other	2
10	Other	16
10	Mr. Garrison	12
10	Other	1
10	Other	59
10	Other	4
10	Mr. Garrison	7
10	Other	2
10	Other	5
10	Other	-1
10	Stan	9
10	Mr. Garrison	5
10	Chef	8
10	Other	7
10	Other	27
10	Stan	6
10	Kyle	1
10	Kyle	-1
10	Other	10
10	Stan	3
10	Other	9
10	Stan	8
10	Kyle	14
10	Stan	18
10	Other	3
10	Cartman	7
11	Wendy	7
11	Stan	2
11	Wendy	9
11	Stan	6
11	Wendy	17
11	Stan	3
11	Cartman	7
11	Wendy	14
11	Cartman	8
11	Other	48
11	Kyle	7
11	Other	13
11	Other	2
11	Other	1
11	Cartman	3
11	Kenny	10
11	Stan	5
11	Kenny	10
11	Other	16
11	Other	38
11	Wendy	2
11	Other	16
11	Cartman	2
11	Other	7
11	Stan	1
11	Other	10
11	Cartman	8
11	Stan	3
11	Stan	-1
11	Stan	1
11	Other	3
11	Stan	1
11	Kyle	7
11	Mr. Garrison	29
11	Other	28
11	Mr. Garrison	6
11	Other	5
11	Other	16
11	Mr. Garrison	1
11	Other	14
11	Mr. Garrison	4
11	Other	15
11	Mr. Garrison	8
11	Other	43
11	Mr. Garrison	5
11	Other	5
11	Cartman	11
11	Kyle	5
11	Kyle	-1
11	Kyle	8
11	Stan	12
11	Cartman	5
11	Chef	12
11	Kyle	5
11	Chef	30
11	Stan	3
11	Chef	7
11	Wendy	14
11	Stan	1
11	Wendy	3
11	Chef	16
11	Kenny	4
11	Kenny	-1
11	Kenny	3
11	Chef	2
11	Wendy	19
11	Chef	24
11	Wendy	5
11	Stan	3
11	Kyle	9
11	Stan	7
11	Cartman	9
11	Other	32
11	Other	19
11	Other	6
11	Other	10
11	Cartman	2
11	Other	9
11	Other	4
11	Stan	4
11	Other	8
11	Cartman	4
11	Other	11
11	Cartman	35
11	Chef	2
11	Other	4
11	Chef	2
11	Other	1
11	Chef	17
11	Kyle	3
11	Stan	3
11	Chef	16
11	Cartman	7
11	Other	3
11	Chef	8
11	Other	9
11	Other	87
11	Stan	9
11	Kyle	1
11	Other	13
11	Chef	6
11	Other	12
11	Cartman	10
11	Other	1
11	Other	4
11	Mr. Garrison	4
11	Other	6
11	Mr. Garrison	8
11	Other	3
11	Mr. Garrison	4
11	Other	18
11	Mr. Garrison	1
11	Other	14
11	Mr. Garrison	1
11	Other	10
11	Mr. Garrison	9
11	Other	18
11	Mr. Garrison	20
11	Other	13
11	Cartman	3
11	Kyle	2
11	Kyle	-1
11	Kyle	1
11	Cartman	3
11	Cartman	-1
11	Cartman	3
11	Wendy	7
11	Other	3
11	Wendy	13
11	Other	20
11	Wendy	7
11	Other	3
11	Wendy	1
11	Wendy	-1
11	Wendy	2
11	Other	1
11	Wendy	8
11	Wendy	-1
11	Wendy	6
11	Wendy	-1
11	Wendy	7
11	Other	24
11	Stan	4
11	Other	27
11	Stan	1
11	Other	15
11	Stan	7
11	Kyle	4
11	Cartman	15
11	Other	28
11	Cartman	9
11	Other	9
11	Wendy	14
11	Kyle	13
11	Stan	9
11	Wendy	2
11	Stan	5
11	Wendy	2
11	Stan	3
11	Wendy	19
11	Kyle	3
11	Wendy	3
11	Stan	2
11	Wendy	16
11	Cartman	1
11	Wendy	11
11	Kyle	2
11	Cartman	12
11	Kyle	7
11	Wendy	7
11	Cartman	-1
11	Cartman	10
11	Cartman	-1
11	Chef	3
11	Cartman	3
11	Kyle	8
11	Chef	3
11	Stan	9
11	Chef	43
11	Stan	2
11	Kyle	2
11	Chef	8
11	Stan	7
11	Chef	22
11	Stan	1
11	Chef	9
11	Kyle	7
11	Stan	17
11	Kyle	2
11	Cartman	20
11	Stan	5
11	Kyle	5
11	Kyle	-1
11	Cartman	3
11	Other	8
11	Mr. Garrison	1
11	Other	5
11	Mr. Garrison	13
11	Other	5
11	Other	13
11	Stan	7
11	Cartman	15
11	Kyle	1
11	Stan	17
11	Kyle	6
11	Other	8
11	Cartman	5
11	Cartman	-1
11	Cartman	16
11	Mr. Garrison	3
11	Other	10
11	Mr. Garrison	1
11	Other	5
11	Mr. Garrison	5
11	Other	6
11	Mr. Garrison	25
11	Wendy	5
11	Other	17
11	Wendy	15
11	Other	1
11	Wendy	38
11	Other	2
11	Stan	14
11	Cartman	6
11	Stan	7
11	Kyle	6
11	Clyde	5
11	Wendy	4
11	Cartman	11
11	Stan	3
11	Wendy	8
11	Other	1
11	Other	3
11	Stan	1
11	Cartman	3
11	Kyle	1
11	Other	10
11	Wendy	1
11	Other	16
11	Mr. Garrison	3
11	Stan	5
11	Cartman	3
11	Wendy	23
11	Wendy	-1
11	Wendy	5
11	Mr. Garrison	16
11	Wendy	1
11	Mr. Garrison	30
11	Wendy	3
11	Mr. Garrison	23
11	Other	1
11	Other	1
11	Other	5
11	Other	2
11	Wendy	2
11	Other	22
11	Stan	2
11	Stan	-1
11	Wendy	2
11	Other	18
11	Wendy	1
11	Other	6
11	Other	5
11	Mr. Garrison	6
11	Other	7
11	Other	11
11	Mr. Garrison	3
11	Other	8
11	Mr. Garrison	8
11	Other	3
11	Other	23
11	Stan	5
11	Other	2
11	Stan	12
11	Other	5
11	Stan	14
11	Other	8
11	Stan	2
11	Other	6
11	Stan	8
11	Other	2
11	Wendy	5
11	Mr. Garrison	22
11	Other	7
11	Mr. Garrison	8
11	Kyle	8
11	Cartman	4
11	Stan	3
11	Cartman	2
11	Stan	1
11	Kyle	4
11	Stan	1
11	Kenny	16
11	Stan	3
11	Other	3
11	Wendy	7
11	Other	9
11	Wendy	12
11	Other	4
11	Wendy	15
11	Other	6
11	Wendy	36
11	Other	7
11	Cartman	6
11	Mr. Garrison	14
11	Other	5
11	Mr. Garrison	-1
11	Mr. Garrison	5
11	Mr. Garrison	-1
11	Mr. Garrison	20
11	Other	9
11	Other	4
11	Cartman	3
11	Other	6
11	Other	8
11	Other	18
11	Other	3
11	Other	11
11	Other	5
11	Other	1
11	Other	8
11	Wendy	2
11	Other	3
11	Other	18
11	Other	17
11	Other	6
11	Stan	6
11	Kyle	1
11	Kyle	-1
11	Other	1
11	Wendy	4
11	Stan	11
11	Wendy	5
11	Stan	12
11	Wendy	4
11	Stan	1
11	Wendy	1
11	Stan	1
11	Wendy	9
11	Kyle	9
11	Cartman	15
11	Other	18
11	Other	16
11	Other	2
11	Other	4
11	Wendy	16
11	Other	4
11	Wendy	3
11	Kyle	10
11	Wendy	7
11	Other	4
11	Wendy	5
11	Other	3
11	Wendy	1
11	Other	3
11	Kyle	13
11	Wendy	14
11	Kyle	3
11	Wendy	4
11	Wendy	-1
11	Wendy	3
12	Other	28
12	Cartman	1
12	Mr. Garrison	7
12	Other	10
12	Stan	4
12	Other	11
12	Stan	1
12	Other	29
12	Cartman	13
12	Stan	4
12	Other	7
12	Cartman	4
12	Other	8
12	Cartman	4
12	Other	2
12	Cartman	9
12	Other	4
12	Cartman	7
12	Cartman	-1
12	Cartman	11
12	Cartman	-1
12	Cartman	22
12	Other	8
12	Cartman	5
12	Other	6
12	Cartman	35
12	Kyle	11
12	Stan	3
12	Kyle	3
12	Stan	1
12	Kyle	3
12	Cartman	5
12	Kyle	8
12	Cartman	4
12	Kyle	5
12	Cartman	1
12	Other	4
12	Cartman	11
12	Cartman	-1
12	Cartman	4
12	Kyle	5
12	Other	19
12	Cartman	8
12	Cartman	-1
12	Cartman	2
12	Other	32
12	Other	20
12	Kyle	29
12	Cartman	13
12	Cartman	-1
12	Cartman	17
12	Cartman	-1
12	Cartman	7
12	Kyle	3
12	Cartman	4
12	Other	24
12	Other	16
12	Cartman	1
12	Stan	9
12	Kyle	13
12	Cartman	8
12	Cartman	-1
12	Cartman	6
12	Stan	6
12	Cartman	6
12	Stan	8
12	Cartman	12
12	Chef	24
12	Other	3
12	Chef	11
12	Other	3
12	Chef	18
12	Other	22
12	Chef	8
12	Other	4
12	Chef	4
12	Other	7
12	Chef	4
12	Other	22
12	Chef	4
12	Stan	10
12	Kenny	16
12	Kyle	8
12	Cartman	11
12	Kyle	4
12	Cartman	11
12	Kyle	1
12	Cartman	3
12	Kyle	1
12	Cartman	2
12	Other	21
12	Kyle	1
12	Other	7
12	Kyle	3
12	Other	7
12	Stan	4
12	Other	3
12	Stan	1
12	Other	12
12	Stan	4
12	Other	1
12	Stan	4
12	Other	1
12	Stan	13
12	Other	21
12	Kyle	1
12	Cartman	7
12	Kyle	5
12	Cartman	10
12	Other	16
12	Kyle	4
12	Other	13
12	Kyle	3
12	Stan	6
12	Other	9
12	Stan	2
12	Other	4
12	Other	-1
12	Kyle	1
12	Other	7
12	Other	16
12	Cartman	5
12	Cartman	-1
12	Other	6
12	Stan	2
12	Other	7
12	Other	1
12	Other	2
12	Other	7
12	Other	16
12	Other	-1
12	Other	1
12	Other	3
12	Other	-1
12	Chef	7
12	Other	-1
12	Other	7
12	Chef	8
12	Other	27
12	Chef	1
12	Other	8
12	Chef	21
12	Other	1
12	Chef	10
12	Other	-1
12	Other	4
12	Other	6
12	Other	-1
12	Other	3
12	Other	3
12	Other	9
12	Other	7
12	Other	59
12	Other	1
12	Kyle	1
12	Cartman	3
12	Cartman	-1
12	Cartman	4
12	Kyle	6
12	Cartman	28
12	Other	3
12	Kyle	10
12	Other	2
12	Cartman	13
12	Cartman	-1
12	Other	1
12	Kyle	13
12	Cartman	1
12	Kyle	31
12	Cartman	20
12	Other	10
12	Chef	13
12	Other	6
12	Chef	22
12	Other	11
12	Chef	9
12	Chef	-1
12	Chef	1
12	Other	3
12	Other	-1
12	Other	5
12	Other	-1
12	Other	19
12	Chef	4
12	Other	38
12	Chef	16
12	Other	44
12	Chef	11
12	Other	27
12	Chef	16
12	Stan	6
12	Cartman	16
12	Kyle	-1
12	Kyle	11
12	Other	9
12	Stan	1
12	Other	25
12	Kyle	2
12	Other	28
12	Cartman	6
12	Other	3
12	Cartman	14
12	Cartman	-1
12	Cartman	12
12	Cartman	-1
12	Cartman	5
12	Other	20
12	Cartman	2
12	Stan	9
12	Other	5
12	Kyle	14
12	Stan	17
12	Cartman	8
12	Cartman	-1
12	Cartman	3
12	Other	36
12	Cartman	19
12	Kyle	12
12	Cartman	7
12	Other	2
12	Other	24
12	Other	-1
12	Other	17
12	Other	1
12	Other	1
12	Other	12
12	Other	1
12	Other	12
12	Other	1
12	Other	19
12	Cartman	5
12	Stan	4
12	Other	20
12	Cartman	7
12	Kyle	9
12	Kyle	-1
12	Cartman	5
12	Other	6
12	Cartman	3
12	Kyle	7
12	Other	7
12	Cartman	4
12	Other	4
12	Cartman	1
12	Cartman	-1
12	Cartman	5
12	Stan	11
12	Other	10
12	Chef	15
12	Other	10
12	Chef	22
12	Other	10
12	Chef	15
12	Other	8
12	Chef	6
12	Other	8
12	Chef	1
12	Other	8
12	Chef	2
12	Other	5
12	Other	6
12	Cartman	12
12	Kyle	14
12	Cartman	9
12	Other	50
12	Stan	2
12	Other	3
12	Stan	8
12	Other	1
12	Other	-1
12	Other	10
12	Other	33
12	Other	18
12	Other	4
12	Other	11
12	Other	-1
12	Other	9
12	Chef	1
12	Other	1
12	Other	9
12	Cartman	5
12	Stan	5
12	Chef	7
12	Other	5
12	Kyle	4
12	Other	21
12	Stan	3
12	Other	1
12	Chef	9
12	Other	3
12	Chef	14
12	Other	9
12	Other	8
12	Other	14
12	Other	5
12	Other	11
12	Other	8
12	Other	45
12	Other	3
12	Mr. Garrison	5
12	Other	2
12	Other	8
12	Other	3
12	Chef	3
12	Kenny	12
12	Stan	6
12	Kyle	1
12	Kyle	-1
12	Other	4
12	Chef	2
12	Other	5
12	Chef	-1
12	Chef	12
12	Other	8
12	Chef	8
12	Other	2
12	Other	21
12	Chef	4
12	Chef	13
12	Cartman	11
12	Stan	14
12	Chef	8
12	Other	5
12	Other	4
12	Chef	3
12	Stan	6
12	Cartman	1
12	Other	12
12	Chef	11
12	Chef	-1
12	Chef	7
12	Other	15
12	Other	19
12	Other	11
12	Stan	8
12	Kyle	9
12	Stan	5
12	Other	4
12	Stan	3
12	Kyle	5
12	Stan	10
12	Other	2
12	Other	8
12	Cartman	9
12	Other	7
12	Cartman	4
12	Chef	4
12	Stan	3
12	Cartman	7
12	Kyle	6
12	Stan	10
12	Kyle	17
12	Stan	12
12	Cartman	9
12	Kyle	-1
12	Kyle	6
12	Cartman	10
12	Stan	4
12	Kyle	7
12	Stan	7
12	Kyle	22
12	Stan	1
12	Cartman	9
12	Cartman	-1
12	Cartman	4
12	Stan	4
12	Other	3
13	Stan	15
13	Kyle	14
13	Kenny	10
13	Kyle	1
13	Stan	10
13	Other	5
13	Stan	5
13	Stan	-1
13	Stan	1
13	Stan	-1
13	Other	4
13	Stan	7
13	Stan	-1
13	Stan	1
13	Stan	-1
13	Other	3
13	Kyle	2
13	Stan	7
13	Other	2
13	Kyle	5
13	Kyle	-1
13	Kyle	9
13	Other	19
13	Stan	3
13	Cartman	9
13	Other	9
13	Cartman	13
13	Clyde	8
13	Cartman	9
13	Other	10
13	Cartman	10
13	Stan	8
13	Kenny	13
13	Kyle	8
13	Stan	12
13	Kyle	1
13	Other	16
13	Cartman	10
13	Other	4
13	Clyde	3
13	Other	2
13	Other	-1
13	Kyle	7
13	Other	6
13	Stan	12
13	Kyle	11
13	Other	13
13	Kyle	2
13	Other	9
13	Stan	1
13	Other	30
13	Stan	3
13	Other	3
13	Cartman	12
13	Other	15
13	Other	14
13	Cartman	4
13	Stan	11
13	Kyle	8
13	Stan	5
13	Cartman	3
13	Other	8
13	Cartman	12
13	Clyde	5
13	Clyde	-1
13	Clyde	2
13	Clyde	-1
13	Cartman	1
13	Other	1
13	Cartman	8
13	Other	1
13	Cartman	6
13	Other	1
13	Other	6
13	Cartman	7
13	Other	2
13	Cartman	9
13	Other	2
13	Cartman	15
13	Other	6
13	Cartman	6
13	Other	1
13	Cartman	8
13	Other	27
13	Cartman	2
13	Other	11
13	Cartman	8
13	Other	31
13	Other	6
13	Other	12
13	Other	15
13	Other	10
13	Other	6
13	Other	5
13	Other	9
13	Other	13
13	Other	-1
13	Other	36
13	Cartman	9
13	Other	14
13	Cartman	7
13	Other	13
13	Cartman	11
13	Other	1
13	Cartman	6
13	Other	28
13	Other	13
13	Other	8
13	Other	11
13	Stan	17
13	Kyle	5
13	Stan	9
13	Other	9
13	Stan	1
13	Kyle	1
13	Other	14
13	Other	33
13	Stan	3
13	Kyle	11
13	Stan	16
13	Cartman	12
13	Stan	1
13	Cartman	29
13	Stan	6
13	Cartman	24
13	Cartman	-1
13	Cartman	3
13	Stan	3
13	Kyle	8
13	Stan	11
13	Other	26
13	Other	5
13	Kyle	9
13	Other	5
13	Other	10
13	Other	2
13	Other	6
13	Cartman	2
13	Other	5
13	Cartman	19
13	Other	2
13	Cartman	2
13	Other	17
13	Cartman	10
13	Other	24
13	Cartman	2
13	Other	9
13	Cartman	1
13	Other	4
13	Cartman	1
13	Other	44
13	Other	8
13	Other	2
13	Other	13
13	Other	6
13	Other	11
13	Chef	5
13	Other	16
13	Chef	8
13	Other	13
13	Chef	10
13	Other	3
13	Cartman	7
13	Other	11
13	Cartman	8
13	Stan	11
13	Kyle	10
13	Stan	26
13	Kyle	12
13	Stan	4
13	Cartman	3
13	Stan	1
13	Cartman	15
13	Kyle	6
13	Stan	9
13	Cartman	25
13	Stan	12
13	Kenny	8
13	Other	3
13	Kenny	21
13	Stan	6
13	Kyle	2
13	Chef	1
13	Cartman	2
13	Chef	7
13	Cartman	14
13	Chef	3
13	Cartman	1
13	Chef	8
13	Cartman	20
13	Chef	5
13	Cartman	8
13	Chef	11
13	Cartman	6
13	Chef	177
13	Chef	-1
13	Chef	5
13	Cartman	14
13	Chef	15
13	Other	5
13	Other	10
13	Other	6
13	Other	6
13	Other	4
13	Chef	-1
13	Chef	5
13	Other	3
13	Chef	7
13	Mr. Garrison	4
13	Chef	5
13	Other	11
13	Chef	6
13	Mr. Garrison	-3
13	Mr. Garrison	14
13	Chef	9
13	Cartman	5
13	Other	8
13	Other	13
13	Cartman	11
13	Other	17
13	Other	-1
13	Other	2
13	Cartman	5
13	Clyde	3
13	Clyde	-1
13	Cartman	3
13	Other	19
13	Stan	3
13	Randy	9
13	Stan	5
13	Kyle	3
13	Other	5
13	Other	33
13	Kyle	1
13	Stan	8
13	Kyle	5
13	Stan	5
13	Mr. Garrison	8
13	Other	7
13	Mr. Garrison	14
13	Cartman	9
13	Mr. Garrison	8
13	Cartman	17
13	Mr. Garrison	1
13	Other	4
13	Other	-1
13	Mr. Garrison	3
13	Mr. Garrison	-1
13	Cartman	7
13	Mr. Garrison	1
13	Other	1
13	Other	-1
13	Mr. Garrison	31
13	Mr. Garrison	-1
13	Mr. Garrison	3
13	Other	1
13	Other	1
13	Other	2
13	Mr. Garrison	8
13	Other	2
13	Mr. Garrison	17
13	Other	41
13	Other	9
13	Cartman	1
13	Other	30
13	Cartman	3
13	Other	14
13	Cartman	2
13	Other	5
13	Cartman	4
13	Other	3
13	Stan	21
13	Kyle	8
13	Cartman	2
13	Stan	4
13	Cartman	6
13	Kyle	8
13	Cartman	5
13	Stan	6
13	Cartman	28
13	Stan	6
13	Stan	-1
13	Stan	1
13	Cartman	40
13	Kyle	9
13	Cartman	2
13	Stan	28
13	Cartman	11
13	Stan	2
13	Other	8
13	Cartman	8
13	Stan	3
13	Other	28
13	Other	24
13	Other	12
13	Cartman	11
13	Other	4
13	Other	10
13	Stan	11
13	Cartman	7
13	Kyle	12
13	Other	13
13	Other	31
13	Stan	7
13	Kyle	2
13	Other	22
13	Stan	3
13	Kyle	-1
13	Cartman	9
13	Other	8
13	Other	4
13	Stan	1
13	Other	16
13	Kyle	18
13	Cartman	6
13	Other	38
13	Stan	11
13	Other	11
13	Mr. Garrison	8
13	Other	17
13	Other	33
13	Other	2
13	Other	-1
13	Mr. Garrison	11
13	Other	3
13	Other	1
13	Other	4
13	Other	2
13	Other	5
13	Other	2
13	Other	3
13	Kyle	4
13	Other	20
13	Cartman	4
13	Cartman	-1
13	Cartman	4
